0,0,0,1,1,10,1,0,0,0;
0,0,0,0,1,5,0,0,0,0;
0,0,0,0,5,1,0,0,0,0;
0,0,0,0,1,5,0,0,0,0;
0,0,0,0,5,1,0,0,0,0;
0,0,0,0,1,5,0,0,0,0;
0,0,0,0,5,1,0,0,0,0;
0,0,9,9,9,9,9,3.15,0,0;
0,0,3.05,9,9,9,9,9,0,0;
0,0,9,9,9,9,9,3.15,0,0;
0,0,3.05,9,9,9,9,9,0,0;
0,0,0,0,1,1,0,0,0,0;
0,0,0,0,1,1,0,0,0,0;
0,0,0,0,1,1,0,0,0,0;
0,2,0,0,1,1,0,0,0,4;
0,0,0,0,1,1,0,0,0,1;
1,5,1,1,1,1,1,1,5,1;
1,0,5,1,5,1,5,1,0,0;
6,0,1,5,1,5,1,5,0,0;
0,0,5,1,5,1,5,1,0,0;
0,0,0,0,0,5,0,0,0,0;
0,0,0,2,0,1,0,0,0,0;
0,0,0,3.04,9,9,9,9,0,0;
0,0,0,0,0,1,0,2.3,0,0;
0,0,0,0,1,1,1,0,0,0;
0,0,0,1,1,1,1,0,0,0;
0,0,0,0,1,7,1,4,0,0;
0,0,0,1,1,1,1,0,0,0;
0,0,0,0,0,1,0,0,0,0;
0,0,0,0,0,1,0,0,0,0;
0,2,0,1,1,1,0,0,0,0;
0,0,0,1,0,0,0,0,0,0;
0,0,0,1,0,0,0,0,0,0;
0,0,0,1,1,1,1,1,0,2.1;
0,0,0,0,0,1,0,1,1,0;
0,0,0,0,1,0,0,1,0,0;
2,0,1,1,1,1,1,1,0,0;
0,0,1,0,0,0,0,0,0,0;
0,0,1,1,1,0,0,0,0,0;
0,0,0,0,1,0,0,0,0,0;
0,0,0,0,1,0,0,0,0,0;
0,0,0,0,1,1,1,1,0,0;
0,0,0,0,0,0,0,1,1,1;
2,0,1,1,1,0,6,1,0,1;
1,0,1,0,1,0,0,0,0,1;
1,0,1,0,1,0,1,0,1,1;
2,0,1,0,1,1,1,1,1,0;
1,0,1,0,0,0,0,0,0,0;
0,0,1,1,1,1,0,0,0,0;
0,0,0,0,0,1,0,0,0,0;
0,0,0,0,0,1,0,0,0,0;
0,0,0,0,0,1,0,0,0,0;
0,0,0,9,9,9,9,3.14,0,0;
0,0,0,3.04,9,9,9,9,0,0;
0,0,0,1,1,1,1,1,0,0;
0,0,0,3.04,9,9,9,9,0,0;
0,0,0,9,9,9,9,3.14,0,0;
0,0,0,0,0,1,0,0,0,0;
0,0,0,1,1,1,1,1,1,8;
0,0,0,1,0,0,2.1,2,0,1;
0,0,0,1,0,0,0,1,0,1;
0,0,0,1,0,0,2.1,2,0,1;
0,0,0,1,0,0,0,1,0,1;
0,0,0,1,1,1,1,1,1,1;
0,0,0,0,0,1,0,0,0,0;
0,0,0,0,1,1,1,0,0,0;
0,0,0,1,1,7,1,1,0,0;
0,0,0,0,1,1,1,0,0,0;
0,0,0,0,0,1,0,0,0,0;
0,0,0,0,0,5,0,0,0,0;
0,0,0,0,0,5,0,0,0,0;
0,0,0,0,0,5,0,0,0,0;
0,0,0,0,0,5,0,0,0,0;
0,0,0,0,0,1,0,0,0,0;
1,1,1,1,1,1,0,0,0,0;
5,0,0,0,1,0,0,0,0,1;
1,0,0,0,1,0,0,0,0,2.1;
1,0,0,0,6,0,0,0,0,1;
1,0,0,0,0,0,0,0,0,2.1;
1,0,0,0,0,0,0,0,0,1;
1,0,0,0,0,0,0,0,0,2.1;
1,5,1,1,1,1,1,5,1,1;
0,0,0,0,1,1,0,0,0,0;
0,0,0,0,1,1,0,0,0,0;
0,0,9,9,9,9,9,3.15,0,0;
0,0,1,1,1,1,1,1,0,0;
0,0,3.05,9,9,9,9,9,0,0;
0,0,1,1,1,1,1,1,0,0;
0,0,1,1,1,1,1,1,0,0;
0,0,1,0,1,1,0,2.1,0,0;
0,0,4,0,1,1,0,1,0,0;
0,0,2,0,1,1,0,1,0,0;
0,0,1,0,1,1,0,1,0,0;
0,0,1,0,1,1,0,2.1,0,0;
0,0,1,0,1,1,0,1,0,0;
0,0,2,0,1,1,0,1,0,0;
0,0,1,0,1,1,0,1,0,0;
0,0,1,1,1,1,1,1,0,0;
0,0,1,1,1,1,1,1,0,0;
0,0,11,1,1,1,1,1,0,0
