0,5,1,5,0,5,1,5,0,0;
0,1,0,5,1,5,0,5,1,0;
1,5,0,0,0,0,0,0,5,0;
5,0,0,0,5,5,5,0,5,5;
1,0,1,5,1,0,1,5,0,5;
5,0,5,0,0,0,0,5,0,10;
1,0,1,0,0,0,0,5,0,0;
5,0,5,1,0,3.04,9,9,9,9;
5,0,0,5,0,9,9,9,9,3.14;
5,0,0,5,0,3.04,9,9,9,9;
1,5,5,1,0,9,9,9,9,3.14;
0,0,0,2.3,0,0,0,1,0,0;
0,0,5,1,5,2,0,1,0,0;
0,0,1,0,1,0,0,1,0,0;
0,0,1,0,1,1,1,1,5,8;
0,0,1,0,0,0,0,0,0,0;
3.02,9,9,0,0,0,5,5,6,2.1;
0,0,5,0,0,0,1,0,0,0;
0,0,0,0,0,0,0,0,1,2.1;
0,5,1,5,1,5,1,0,5,0;
0,1,0,0,0,0,5,1,5,0;
0,5,1,5,1,0,0,0,0,0;
0,0,0,0,1,0,0,0,0,0;
0,4,5,1,1,1,0,0,0,0;
0,0,0,1,7,1,0,0,0,0;
0,0,0,1,1,1,0,0,0,0;
0,0,0,0,5,0,0,0,0,0;
0,0,0,0,1,0,0,0,0,0;
0,0,0,0,9,9,9,9,3.14,0;
0,0,0,0,0,0,0,5,0,0;
0,0,0,0,0,1,1,1,0,0;
6,1,1,2.1,2,1,0,0,0,0;
0,0,1,0,0,1,0,0,0,0;
0,0,1,2.1,3.05,1,1,1,1,1;
0,0,1,0,0,0,0,0,0,5;
0,0,1,0,0,0,0,0,0,1;
0,0,1,1,1,5,5,5,0,1;
0,0,0,0,1,1,0,1,0,5;
0,0,0,0,1,1,0,5,5,5;
0,2,0,0,1,1,0,0,0,0;
0,0,0,0,1,1,0,0,0,0;
0,0,0,9,9,9,3.13,0,0,0;
1,1,1,1,1,1,1,0,0,0;
1,2.1,0,1,1,1,1,0,0,0;
5,0,1,7,1,1,1,7,0,0;
4,0,1,1,1,1,1,1,0,0;
0,0,3.05,9,9,9,9,9,0,0;
0,5,5,1,5,5,1,5,5,0;
0,9,9,9,9,9,9,9,3.16;
0,1,1,1,1,1,1,1,1,0;
0,1,7,1,1,1,1,7,1,2.3;
0,0,0,0,1,0,0,0,0,0;
0,0,0,0,1,1,1,1,1,8;
0,0,0,0,0,0,0,0,1,0;
0,0,0,0,0,0,2.3,0,1,0;
1,5,5,5,5,5,1,0,1,0;
1,0,0,0,0,0,1,0,1,0;
1,0,1,1,6,0,1,1,5,0;
1,2.1,5,0,5,0,0,0,1,0;
5,2,1,0,5,5,5,5,1,0;
1,2.1,5,0,0,0,0,0,0,0;
1,0,1,1,1,5,5,1,3.37,0;
1,0,0,0,0,0,0,0,9.1,0;
1,1,3.35,0,0,0,0,0,9.1,0;
0,0,9.1,0,0,0,0,0,9.1,0;
0,0,9.1,1,1,1,1,1,9.1,0;
0,2,9.1,0,0,1,0,0,9.1,0;
0,0,9.1,0,0,4,0,0,9.1,2.1;
0,0,9.1,5,1,5,1,5,9.1,0;
0,0,0,0,0,1,0,0,0,0;
0,0,1,0,0,1,0,0,0,0;
0,1,1,1,1,1,2.1,0,0,0;
0,1,0,0,0,0,0,0,0,0;
0,5,0,0,0,0,0,0,0,0;
3.09,9,9,9,9,9,9,9,9,9;
9,9,9,9,9,9,9,9,9,3.19;
1,1,1,1,1,1,1,1,1,1;
1,1,1,1,1,7,1,1,1,1;
1,1,1,1,1,1,1,1,1,1;
1,6,7,1,1,1,1,7,8,1;
0,0,0,1,0,0,1,0,0,0;
0,0,0,1,0,0,1,0,0,0;
0,0,0,5,0,0,1,6,1,1;
0,0,0,5,0,0,0,0,0,1;
1,1,1,5,0,0,0,2.3,0,1;
1,0,0,0,2.1,0,4,0,0,1;
1,0,2.1,0,0,0,5,1,5,1;
1,2.1,0,0,0,0,5,0,0,1;
1,0,2.1,0,0,0,1,0,0,1;
1,0,0,2.1,0,0,5,0,0,1;
1,0,2.1,0,0,0,5,0,0,1;
1,0,0,0,0,0,9,9,9,3.13;
1,1,1,1,2,0,1,0,0,0;
0,0,0,5,0,0,1,0,0,0;
0,0,0,1,2,0,1,0,0,0;
0,0,0,5,0,0,1,0,0,0;
0,0,0,1,2,0,1,0,0,0;
0,0,0,5,0,0,1,0,0,0;
0,0,0,1,11,1,1,0,0,0;
