10,13.1,1,0,0,0,0,0,6,5;
0,0,1,1,0,0,0,0,0,5;
0,0,0,14.1,0,0,2,0,1,1;
0,0,2.2,0,0,0,0,0,5,0;
0,0,0,0,14.2,0,0,0,5,1;
0,0,0,14.1,1,14.3,0,0,0,1;
0,0,0,0,14.4,0,0,14.2,1,5;
14.3,0,0,0,0,0,0,0,0,0;
1,1,1,0,2.1,0,0,0,0,0;
0,0,1,0,0,0,0,0,6,0;
0,3.32,9.1,1,1,1,2,0,5,0;
0,9.1,9.1,1,7,1,1,5,5,1;
8,1,3.24,0,1,1,0,0,0,0;
0,0,0,0,0,1,0,0,0,0;
0,1,5,5,1,5,0,0,0,0;
0,5,0,0,0,0,0,0,2.3,0;
4,5,0,0,0,0,0,0,0,0;
0,1,0,1,0,14.5,0,1,0,0;
0,3.07,9,9,9,9,9,9,9,0;
0,0,0,0,0,0,0,0,1,0;
0,0,0,0,1,0,0,0,1,0;
0,0,0,9,9,3.12,0,5,1,0;
0,5,5,5,0,1,1,1,0,0;
0,1,0,2.3,0,2.3,0,2.3,0,0;
9,9,9,9,9,9,9,9,9,3.19;
3.09,9,9,9,9,9,9,9,9,9;
0,0,0,0,5,0,0,0,0,0;
0,5,1,1,1,6,0,0,0,0;
0,5,0,2.1,0,0,0,0,0,14.5;
0,5,0,0,0,0,0,1,12.2,1;
0,1,1,3.32,0,0,0,13.2,0,0;
0,0,0,9.1,0,2.1,0,1,0,0;
0,0,1,9.1,1,0,0,1,0,0;
0,0,1,0,0,0,0,5,0,0;
3.09,9,9,9,9,9,9,9,9,9;
9,9,9,9,9,9,9,9,9,3.19;
8,5,5,5,5,5,5,5,5,5;
0,0,0,0,0,1,0,0,0,0;
0,0,0,0,0,1,0,0,1,0;
0,0,0,2,0,1,1,1,1,1;
0,0,0,2.3,0,1,0,0,0,5;
0,0,0,0,9,9,3.12,0,0,5;
0,0,0,0,0,1,0,0,0,4;
0,1,5,5,5,1,0,0,0,0;
0,1,0,0,0,0,0,0,0,0;
0,6,0,0,0,0,0,2,0,14.4;
0,1,0,0,0,0,0,0,0,1;
0,5,5,0,0,0,0,0,0,0;
0,0,3.06,9,9,9,9,9,9,0;
0,0,5,1,5,5,5,1,5,6;
0,0,0,2,0,1,0,0,0,0;
12.3,5,0,2,0,1,0,0,0,0;
0,5,5,2,0,1,0,0,0,0;
0,0,5,0,0,1,5,5,5,8;
0,1,5,0,0,0,0,0,1,0;
0,5,0,0,0,0,0,0,1,0;
9,9,9,9,9,9,9,9,9,3.09;
3.19,9,9,9,9,9,9,9,9,9;
0,0,0,0,0,0,5,5,0,0;
6,9,9,9,9,9,9,9,9,3.08;
0,0,0,1,0,0,0,0,0,0;
0,0,0,5,0,0,0,0,0,0;
1,1,1,1,0,2.1,0,0,0,0;
5,0,0,1,0,0,1,0,0,0;
5,0,0,3.07,9,9,9,9,9,9;
1,0,0,0,0,0,0,0,0,5;
14.6,0,0,0,0,1,0,0,0,0;
0,0,0,0,0,1,1,1,1,1;
5,5,5,5,5,1,0,7,0,4;
5,0,0,0,0,0,0,0,0,0;
9,9,9,9,9,9,9,9,3.18,14.6;
0,0,0,3.02,9,9,0,0,0,0;
0,0,0,9,9,3.12,0,0,0,0;
0,0,0,3.02,9,9,0,0,0,8;
1,5,1,5,1,5,1,5,1,5;
5,1,5,1,5,1,5,1,5,1;
0,5,5,5,5,5,5,5,5,0;
0,3.07,9,9,9,9,9,9,0;
0,0,9,9,9,9,9,3.15,0,0;
6,1,1,1,1,1,1,1,0,0;
0,0,0,7,1,1,1,0,0,0;
0,0,0,0,1,1,0,0,0,0;
0,0,0,0,1,1,0,0,0,0;
0,0,0,0,0,5,0,0,0,0;
14.7,1,1,0,0,5,0,0,0,0;
0,0,5,0,1,1,0,0,0,0;
0,0,1,2,1,0,0,0,0,0;
12.4,0,5,0,5,0,0,0,0,0;
3.02,9,9,0,9,9,3.12,0,0,0;
1,0,1,0,0,1,0,0,0,0;
1,1,1,0,0,5,0,0,0,0;
2.3,0,1,2.1,5,5,0,1,5,1;
0,0,1,0,13.4,0,0,1,0,1;
1,1,1,0,1,0,0,1,7,1;
1,0,0,0,1,1,0,1,0,1;
1,1,0,0,0,1,0,1,0,1;
0,1,0,0,0,1,0,1,0,1;
0,1,0,0,1,1,0,1,0,1;
0,1,1,1,1,1,5,1,0,14.7;
